counterpart_name,year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Azerbaijan,Bangladesh,Belarus,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Central African Republic,Chad,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Eritrea,Eswatini,Ethiopia,Fiji,Gabon,"Gambia, The",Georgia,Ghana,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,"Iran, Islamic Rep.",Iraq,Jamaica,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyz Republic,Lao PDR,Lebanon,Lesotho,Liberia,Madagascar,Malawi,Maldives,Mali,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Nepal,Nicaragua,Niger,Nigeria,North Macedonia,Pakistan,Papua New Guinea,Paraguay,Peru,Philippines,Rwanda,Samoa,Sao Tome and Principe,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,Sri Lanka,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Tunisia,Turkiye,Turkmenistan,Uganda,Ukraine,Uzbekistan,Vanuatu,Viet Nam,"Yemen, Rep.",Zambia,Zimbabwe
Corporacion Andina de Fomento (official),1996,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,8.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1997,,,,,,,,,,,,,7.5494,,,,,,,,,,,,8.3649,,,,,,,,,7.7014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1998,,,,,,,,,,,,,4.0358,,,7.1953,,,,,,,,,7.7199,,,,,,,,,7.7758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1999,,,,,,,,,,,,,8.75,,,8.2982,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2000,,,,,,,,,,,,,9.1879,,,10.0239,,,,,,,,,9.6039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2001,,,,,,,,,,,,,5.6884,,,,,,,,,,,,6.9846,,,,,,,,,6.1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0279,7.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2002,,,,,,,,,,,,,5.4358,,,,,,,,,,,,5.0507,,,,,,,,,4.8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2003,,,,,,,,,,,,,4.7554,,,,,,,,,,,,4.5116,,,,4.8699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2004,,,,,4.9274,,,,,,,,5.1738,,,,,,,,,,,,5.6399,,,,6.7399,,,,,5.3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2005,,,,,6.61,,,,,,,,6.7951,,,5.4565,,,,,,,,,6.7327,,,,,,,,,6.4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8099,6.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2006,,,,,,,,,,,,,7.0076,,,,,,,,,,,,4.3509,,,,,,,,,7.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6399,6.8768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2007,,,,,6.2494,,,,,,,,5.7391,,,5.6508,,,,,,,,,6.0071,,,,,,,,,5.8844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2008,,,,,3.7042,,,,,,,,3.9639,,,4.6617,,,,,,,,,4.3688,,,,4.6649,,,,3.5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2009,,,,,2.8979,,,,,,,,2.969,,,2.8054,,,,,,,,,3.4133,,,,4.2031,,,,,2.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2010,,,,,3.2182,,,,,,,,2.2957,,,2.8233,,,,,,,,,2.9677,,,,,,,,1.8444,2.7953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2483,2.5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2011,,,,,3.1026,,,,,,,,2.3897,,,,,,,,,,,,,,,,,,,,,2.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6194,2.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2012,,,,,2.7364,,,,,,,,2.62,,,0.9868,,,,,,,,,3.0122,,,,,,,,,3.2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2013,,,,,2.8391,,,,,,,,2.5964,,,2.6276,,,,,,,,,3.0134,,,,,,,,,2.9676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2014,,,,,2.476,,,,,,,,1.8528,,,1.7614,,,,,,,,,,,,,,,,,1.838,2.4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2818,2.8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2015,,,,,2.5898,,,,,,,,2.4382,,,2.3117,,,,,,,,,2.6599,,,,,,,,,2.4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2016,,,,,2.7694,,,,,,,,2.701,,,2.7387,,,,,,,,,2.3171,,,,,,,,3.3176,2.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2017,,,,,3.1434,,,,,,,,3.1907,,,2.4368,,,,,,,,,,,,,,,,,,2.3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2018,,,,,3.7288,,,,,,,,3.0103,,,4.0726,,,,,,,,,2.5304,,,,2.3452,,,,,4.5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2019,,,,,3.8116,,,,,,,,2.1849,,,4.0011,,,,,,,,,2.9033,,,,,,,,,4.1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2020,,,,,2.6295,,,,,,,,2.192,,,2.6066,,,,,,,,,0.3061,,,,,,,,,2.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2021,,,,,1.9641,,,,,,,,1.9224,,,3.1029,,,,,,,,,1.466,,,,,,,,2.0048,1.9122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9496,1.9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2022,,,,,4.1626,,,,,,,,2.4686,,,16.1172,,,,,,,,,,,,,,,,,2.344,5.5554,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7034,,,,,,,,,,,,,,5.9026,1.9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),2023,,,,,6.5621,,,,,,,,5.4873,,,8.3767,,,,,,,,,6.4472,,,,,,,,,6.8991,,4.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7034,,,,,,,,,,,,,,6.8727,7.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.005,,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica (official),1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (official),1978,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (official),1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (private),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (private),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (private),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire (private),2023,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0752,,,,,,,,,
Council of Europe (official),1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,
Council of Europe (official),1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,,,,,,,,
Council of Europe (official),1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1726,,,,,,,,,
Council of Europe (official),1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7833,,,,,,,,,
Council of Europe (official),1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7499,,,,,,,,,
Council of Europe (official),1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.521,,,,,,,,,
Council of Europe (official),1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1502,,,,,,,,,
Council of Europe (official),1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1789,,,,,,,,,
Council of Europe (official),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3394,,,,,,,,,
Council of Europe (official),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6529,,,,,,,,,
Council of Europe (official),1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8562,,,,,,,,,
Council of Europe (official),1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1573,,,,,,,,,
Council of Europe (official),1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8499,,,,,,,,,
Council of Europe (official),1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6341,,,,,,,,,
Council of Europe (official),1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3654,,,,,,,,,
Council of Europe (official),1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,,,,,,,,,
Council of Europe (official),1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5861,,,,,,,,,
Council of Europe (official),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6584,,,,,,,,,
Council of Europe (official),1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4169,,,,,,,,,
Council of Europe (official),1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6285,,,,,,,,,
Council of Europe (official),1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5939,,,,,,,,,
Council of Europe (official),1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67,,,,,,,,,
Council of Europe (official),2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2457,,,,,,,,,
Council of Europe (official),2002,,2.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5041,,,,,,,,,
Council of Europe (official),2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.476,,,,,,,,,
Council of Europe (official),2005,,3.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.9969,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2006,,,,,,,,,,,,,,2.8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4299,,,,,,,,,,4.642,,,,,,,,,,,,,,,,,,3.6606,,,,,,,,,
Council of Europe (official),2007,,5.6455,,,,,,,,,,,,3.6023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,5.0963,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2008,,5.6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,2.9709,,,,,,,,,,,,,,,,,,4.84,,,,,,,,,
Council of Europe (official),2009,,2.4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1367,,,,,,,,,
Council of Europe (official),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1059,,,,,,,,1.2515,,,,,,,,,,1.269,,,,,,,,,,,,,,,,,,1.5114,,,,,,,,,
Council of Europe (official),2011,,,,,,,,,,,,,,3.5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.556,,,,,,,,,,3.2388,,,,,,,,,,,,,,,,,,2.028,,,,,,,,,
Council of Europe (official),2012,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9999,,,,,,,,,,3.169,,,,,,,,,,2.9028,,,,,,,,,,,,,,,,,,2.2599,,,,,,,,,
Council of Europe (official),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851,,,,,,,,,,0.9907,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779,,,,,,,,,
Council of Europe (official),2014,,,,,,,,,,,,,,1.3762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3959,,,,,,,,0.6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,
Council of Europe (official),2015,,0.8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.4692,,,,,,,,,,0.7377,,,,,,,,,,,,,,,,,,1.2968,,,,,,,,,
Council of Europe (official),2016,,,,,,,,,,,,,,0.4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,,,,,,,,,,0.5501,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,
Council of Europe (official),2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,
Council of Europe (official),2018,,,,,,,,,,,,,,1.3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.9311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6042,,,,,,,,,,4.852,,,,,,,,,,,,,,,,,,,,,,,,,,,
Council of Europe (official),2020,,,,,,,,,,,,,,1.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,,,,,,,,,,,,,1.8563,,0.0999,,,,,,,,0.1702,,,,,,,,,,0.5501,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,
Council of Europe (official),2021,,1.2,,,,,,,,,,,,0.7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3139,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4259,,,,,,,,,
Council of Europe (official),2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,
