counterpart_name,year,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Azerbaijan,Bangladesh,Belarus,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Central African Republic,Chad,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Eritrea,Eswatini,Ethiopia,Fiji,Gabon,"Gambia, The",Georgia,Ghana,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,"Iran, Islamic Rep.",Iraq,Jamaica,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyz Republic,Lao PDR,Lebanon,Lesotho,Liberia,Madagascar,Malawi,Maldives,Mali,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Nepal,Nicaragua,Niger,Nigeria,North Macedonia,Pakistan,Papua New Guinea,Paraguay,Peru,Philippines,Rwanda,Samoa,Sao Tome and Principe,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,Sri Lanka,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Tunisia,Turkiye,Turkmenistan,Uganda,Ukraine,Uzbekistan,Vanuatu,Viet Nam,"Yemen, Rep.",Zambia,Zimbabwe
China (official),2016,,,,4.7887,,,,2.0,4.9439,,2.0,,2.9163,,,,,,,1.6418,0.6363,,,,,,,,,2.0,2.0,,,6.477,4.7352,,,,2.2308,,2.0,,,,,,,,,,,,1.8997,,,,,3.2809,5.147,,,3.1298,,,1.9999,,1.9999,3.2135,,,,,,2.0,,,,,2.0,,,2.5,,2.8127,2.0,,,,2.0,,,2.1119,2.5,,,,,2.7708,,,,2.3108,,,2.0,,,,,,,,0.9158,,,,,,3.1241,2.0
China (official),2017,,,,4.7974,0.984,,,1.9999,2.8686,,1.9999,,,,,4.2325,,2.0,2.0,1.524,1.8913,,,,,,,,,1.9999,,,,6.5,3.361,,,3.5751,2.6919,,,2.0,,,2.0,,,,2.0,,,,,,,3.0,,2.0,3.8247,,,2.5981,,,,2.0,,4.7432,,,2.0,,,2.0,,,2.0,,,,,2.5,,3.6291,1.9999,,,,,,,,2.0,,,,3.7149,3.0982,,,,,,1.4999,,,,,,,3.7326,,,,,,3.0,,3.6528,
China (official),2018,,,,3.2859,,,,1.9999,2.0,,,,2.882,,,,,,,2.0,3.0227,,,,,1.0,0.0199,,,2.0,,,,6.1604,4.1587,,,,1.3291,,5.8,,,5.02,,,4.6038,,2.0,,,,3.0,,,,,2.0,3.755,,,,,1.9999,,1.6986,,5.4305,1.9999,,,,,2.0,,,,,,,,2.5,,4.2602,,,,2.0,2.0,,,1.9999,2.5,,,,,5.4012,,,,,,,,,,,,,4.5738,,,,,2.0,,,5.728,0.75
China (official),2019,,,,,,,,2.2715,4.8609,,,,,,,,2.45,,,1.25,2.4226,,2.0,,,,2.0,,,2.1623,5.4025,,,1.9999,2.0,,,,,,,,,1.9862,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.5,,,,1.9999,,,,,,,,,,,,2.75,,5.0992,,,,0.2,,,,,2.3104,1.0,,,3.7219,2.5,,,,1.9999,,,,,,,,,4.3556,,3.0424,,3.2672,,,,5.7223,2.0
China (official),2020,,,,,,,,2.7104,,,,,,,,,1.0,,,2.0,,,,,,,1.8703,,,1.9314,,,,,,,,3.1972,,,,,,2.8001,,,,,,,,,,,,,,,,,,,,2.0,,1.4999,1.0,,,,,,,2.0,,,2.5,,1.75,,,,,2.4089,,,,,,,,1.9999,2.0,,,,,,,,,,,,,,,,,,2.7576,,4.1752,,4.0752,,,,,
China (official),2021,,,,,,,,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.7871,,3.2462,,,,2.0,2.0,,,2.2746,2.345,,,,,1.0157,,,,,,,,,,,,,3.7301,,,,,3.0,,,,
China (official),2022,,,,,,,,,,,2.0,,,,,,,,,1.7732,,,,,,,,,,,,,,,2.4887,,,,,,,,,,,,,,2.677,,,,2.86,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,4.15,2.0,,,2.0,2.0,,,5.1139,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
China (official),2023,,,,2.0,,,,2.0,,,1.9999,,,,,,1.0,,,1.6008,,,,,,,,,,,,,,,3.7499,,,3.5751,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,7.242,,6.5609,,6.8676,,,,2.0108,,,,2.0,5.992,,1.0,,,,,4.564,,,,,,,,,,,9.0635,,,,2.5103,,,,,
China (private),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1984,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1986,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,
China (private),1987,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
China (private),1990,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1994,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1996,,,,,,,,,6.6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4475,,,
China (private),1998,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),1999,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
China (private),2000,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2001,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,4.453,,,,,,,,,,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2002,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4849,,,,,
China (private),2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.6982,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2004,,,2.7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3699,,,,,,,,,,,,,2.6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8468,
China (private),2007,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2009,,,,3.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2149,,,,,,,,,,,,2.7016,,,,,,,,,,,,,,,,,,,,4.5,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2010,,,,3.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9561,,,,,,,,,,,,,,2.4344,,,,,,,,,,,,,,,,,,,,4.5,,,,,4.4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2011,,,,4.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2753,,,,,4.9334,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3682,,,,,,,,,,,,,,2.9031,
China (private),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2013,,,,3.7689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9872,,,,,,,,,,,,4.3685,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,4.4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2014,,,,3.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2015,,,,4.0654,,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,0.0939,,1.8575,,,,,,,,,,,,3.2339,0.6023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.346,,,,,,,,,,,,,,,,,3.5515,
China (private),2016,,,,2.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8126,,,,,,,,,,1.3704,,,,,,,,,2.51,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2599,
China (private),2017,,,,5.1807,,,,,,,,,,,,,,,,,4.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,4.7538,,,,,,,,,,,,,,,,10.6024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7455,
China (private),2018,,,,6.0089,,,,,,,,,,,,,,,,,,,,,,,,,,3.6846,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2.1996,,,,,,,,,,,,,,,,5.2163,,,,,,,,2.6001,,,,,,5.36,,,,,,,1.0001,,,,,,5.6669,,,,,,,,5.5381,
China (private),2019,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,2.7,,,,,4.7265,,,,,,,,,6.5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4095,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0146,,,,3.537,,,,5.5166,
China (private),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,2.9576,,,,,,,,,2.2598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8778,,,,,,,,,,,,,,3.6852,,,,,,,,,,,,,,,,,,,,,,
China (private),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9468,,,,,,,,,,,,,,3.5322,,,,,,,,,,,,,,,,,,,,,,
China (private),2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China (private),2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (official),1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (official),1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1980,,,,,,,,,,,,,,,,14.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1983,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia (private),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic (official),2011,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic (official),2013,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic (official),2022,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1971,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1972,,,,,,,,,,,,,7.9394,,,,,,,,,,,,,,,,,,,,,8.0715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1973,,,,,,,,,,,,,5.9678,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1974,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1975,,,,,,,,,,,,,7.7016,,,,,,,,,,,,8.0627,,,,,,,,,7.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1976,,,,,,,,,,,,,5.6373,,,,,,,,,,,,7.5,,,,,,,,,6.7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1977,,,,,,,,,,,,,7.4418,,,,,,,,,,,,8.4736,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1978,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1979,,,,,,,,,,,,,6.0,,,,,,,,,,,,9.4877,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1980,,,,,,,,,,,,,9.9821,,,,,,,,,,,,7.5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1981,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1983,,,,,,,,,,,,,11.4273,,,,,,,,,,,,,,,,,,,,,12.1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1984,,,,,,,,,,,,,11.3239,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1985,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,11.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1986,,,,,,,,,,,,,9.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1987,,,,,,,,,,,,,8.743,,,,,,,,,,,,,,,,,,,,,7.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1988,,,,,,,,,,,,,8.1861,,,,,,,,,,,,,,,,,,,,,9.3792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1989,,,,,,,,,,,,,8.0593,,,,,,,,,,,,,,,,,,,,,8.6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1990,,,,,,,,,,,,,8.1043,,,,,,,,,,,,,,,,,,,,,8.4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1991,,,,,,,,,,,,,7.3574,,,,,,,,,,,,,,,,,,,,,7.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1992,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1993,,,,,,,,,,,,,6.1355,,,,,,,,,,,,,,,,7.875,,,,,5.6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1994,,,,,,,,,,,,,6.7369,,,,,,,,,,,,8.6,,,,,,,,,7.6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporacion Andina de Fomento (official),1995,,,,,,,,,,,,,8.1958,,,,,,,,,,,,6.065,,,,,,,,,8.2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
